"","X","x","y","elevation","Presence"
"7484",7484,-827500,3066500,107,0
"7485",7485,-1562500,2211500,2004,0
"7486",7486,416500,3059500,108,0
"7487",7487,505500,928500,292,0
"7488",7488,-510500,3396500,63,0
"7489",7489,240500,1757500,104,0
"7490",7490,-353500,2121500,176,0
"7491",7491,2028500,2219500,751,0
"7492",7492,540500,2325500,330,0
"7493",7493,338500,2729500,431,0
"7494",7494,489500,4170500,53,0
"7495",7495,156500,912500,97,0
"7496",7496,283500,1120500,191,0
"7497",7497,-1316500,3887500,215,0
"7498",7498,-1025500,2233500,280,0
"7499",7499,-811500,1398500,3669,0
"7500",7500,729500,2391500,322,0
"7501",7501,2160500,2687500,788,0
"7502",7502,-1197500,4144500,141,0
"7503",7503,-357500,4506500,120,0
"7504",7504,244500,2005500,368,0
"7505",7505,703500,3724500,224,0
"7506",7506,-1173500,2680500,187,0
"7507",7507,465500,3643500,313,0
"7508",7508,422500,2189500,416,0
"7509",7509,1025500,1623500,589,0
"7510",7510,1638500,1941500,607,0
"7511",7511,-1890500,2911500,862,0
"7512",7512,684500,233500,60,0
"7513",7513,-104500,2102500,270,0
"7514",7514,-717500,3800500,108,0
"7515",7515,-394500,1768500,229,0
"7516",7516,729500,3371500,126,0
"7517",7517,-1704500,3336500,181,0
"7518",7518,-373500,2798500,65,0
"7519",7519,-1209500,2772500,236,0
"7520",7520,243500,2828500,129,0
"7521",7521,242500,2113500,541,0
"7522",7522,-457500,2740500,99,0
"7523",7523,1233500,1677500,782,0
"7524",7524,1669500,1009500,34,0
"7525",7525,-1861500,4595500,3,0
"7526",7526,-295500,2159500,163,0
"7527",7527,925500,2958500,265,0
"7528",7528,-940500,4051500,111,0
"7529",7529,1643500,1621500,884,0
"7530",7530,1023500,1454500,536,0
"7531",7531,785500,2124500,356,0
"7532",7532,917500,2939500,248,0
"7533",7533,-1242500,3110500,136,0
"7534",7534,-196500,1534500,344,0
"7535",7535,-1987500,3014500,234,0
"7536",7536,-2069500,3409500,2891,0
"7537",7537,-820500,1411500,3967,0
"7538",7538,-42500,441500,63,0
"7539",7539,843500,2382500,306,0
"7540",7540,2286500,2635500,548,0
"7541",7541,230500,2097500,521,0
"7542",7542,-305500,3630500,56,0
"7543",7543,420500,3907500,624,0
"7544",7544,1153500,2248500,290,0
"7545",7545,737500,2770500,254,0
"7546",7546,-754500,2321500,207,0
"7547",7547,2092500,3062500,302,0
"7548",7548,878500,3394500,1,0
"7549",7549,1444500,1610500,702,0
"7550",7550,-237500,3693500,51,0
"7551",7551,-1259500,3221500,134,0
"7552",7552,-1179500,2717500,231,0
"7553",7553,431500,4024500,467,0
"7554",7554,-429500,3650500,64,0
"7555",7555,-997500,717500,547,0
"7556",7556,-918500,2570500,238,0
"7557",7557,519500,2822500,280,0
"7558",7558,659500,2512500,401,0
"7559",7559,1001500,3905500,70,0
"7560",7560,1441500,1296500,817,0
"7561",7561,-1028500,1656500,2437,0
"7562",7562,-1391500,4251500,218,0
"7563",7563,549500,482500,217,0
"7564",7564,843500,3050500,204,0
"7565",7565,2382500,2984500,99,0
"7566",7566,1744500,2145500,436,0
"7567",7567,972500,3147500,157,0
"7568",7568,-60500,1453500,214,0
"7569",7569,-252500,3133500,33,0
"7570",7570,1019500,1294500,525,0
"7571",7571,434500,3358500,83,0
"7572",7572,-22500,444500,61,0
"7573",7573,868500,1204500,371,0
"7574",7574,-1491500,3292500,155,0
"7575",7575,1267500,2539500,385,0
"7576",7576,-654500,4216500,584,0
"7577",7577,-1066500,3321500,118,0
"7578",7578,-246500,1331500,432,0
"7579",7579,-1629500,3158500,128,0
"7580",7580,1732500,2035500,458,0
"7581",7581,1005500,1342500,455,0
"7582",7582,100500,1834500,149,0
"7583",7583,1183500,2757500,176,0
"7584",7584,868500,1142500,393,0
"7585",7585,-999500,2952500,153,0
"7586",7586,-227500,981500,205,0
"7587",7587,-1656500,3613500,222,0
"7588",7588,385500,2627500,220,0
"7589",7589,1640500,1121500,602,0
"7590",7590,836500,3411500,84,0
"7591",7591,-477500,391500,363,0
"7592",7592,-782500,3489500,90,0
"7593",7593,571500,4159500,51,0
"7594",7594,2651500,2716500,364,0
"7595",7595,-1858500,2475500,4540,0
"7596",7596,1652500,1401500,1202,0
"7597",7597,753500,3007500,213,0
"7598",7598,-264500,2438500,275,0
"7599",7599,-20500,1798500,411,0
"7600",7600,-931500,1711500,3873,0
"7601",7601,-1327500,2500500,330,0
"7602",7602,-577500,2305500,140,0
"7603",7603,2123500,2374500,521,0
"7604",7604,-414500,1539500,2811,0
"7605",7605,333500,3536500,80,0
"7606",7606,451500,2891500,301,0
"7607",7607,-310500,1544500,407,0
"7608",7608,-799500,4096500,151,0
"7609",7609,-1882500,2936500,1247,0
"7610",7610,-909500,4015500,103,0
"7611",7611,-131500,4478500,151,0
"7612",7612,-1274500,1776500,486,0
"7613",7613,1281500,1695500,872,0
"7614",7614,322500,1349500,186,0
"7615",7615,1061500,944500,641,0
"7616",7616,2500,855500,122,0
"7617",7617,-355500,1410500,1045,0
"7618",7618,-543500,1931500,165,0
"7619",7619,-467500,665500,1980,0
"7620",7620,1830500,1307500,412,0
"7621",7621,-358500,4286500,473,0
"7622",7622,243500,737500,110,0
"7623",7623,395500,3006500,166,0
"7624",7624,1547500,1830500,519,0
"7625",7625,859500,1645500,909,0
"7626",7626,-1545500,2653500,157,0
"7627",7627,1240500,1615500,935,0
"7628",7628,441500,2637500,321,0
"7629",7629,-813500,409500,4139,0
"7630",7630,1959500,2472500,392,0
"7631",7631,-730500,853500,3471,0
"7632",7632,-276500,1344500,523,0
"7633",7633,-953500,442500,1785,0
"7634",7634,-477500,1486500,2964,0
"7635",7635,1211500,3429500,11,0
"7636",7636,-1335500,1954500,4811,0
"7637",7637,1718500,2469500,474,0
"7638",7638,-575500,2436500,148,0
"7639",7639,-282500,365500,104,0
"7640",7640,386500,3224500,111,0
"7641",7641,417500,1129500,625,0
"7642",7642,-1032500,4023500,114,0
"7643",7643,-366500,890500,305,0
"7644",7644,-898500,4594500,131,0
"7645",7645,-148500,522500,96,0
"7646",7646,1499500,2945500,295,0
"7647",7647,-1365500,3298500,131,0
"7648",7648,-1255500,2389500,415,0
"7649",7649,1961500,1648500,680,0
"7650",7650,-1116500,3104500,125,0
"7651",7651,83500,1560500,175,0
"7652",7652,2640500,2792500,145,0
"7653",7653,-808500,218500,2678,0
"7654",7654,-2202500,3411500,85,0
"7655",7655,1445500,2177500,918,0
"7656",7656,-1537500,4715500,1461,0
"7657",7657,907500,3315500,2,0
"7658",7658,-1194500,4314500,102,0
"7659",7659,1419500,3075500,273,0
"7660",7660,1472500,1580500,894,0
"7661",7661,356500,1739500,116,0
"7662",7662,297500,447500,68,0
"7663",7663,-627500,4180500,482,0
"7664",7664,-1470500,4763500,12,0
"7665",7665,970500,2930500,352,0
"7666",7666,-1432500,4684500,47,0
"7667",7667,2218500,2281500,250,0
"7668",7668,-633500,748500,4156,0
"7669",7669,-1025500,2082500,1474,0
"7670",7670,142500,267500,77,0
"7671",7671,-146500,3889500,95,0
"7672",7672,-938500,2016500,2338,0
"7673",7673,332500,1217500,397,0
"7674",7674,-674500,2675500,134,0
"7675",7675,-915500,3451500,62,0
"7676",7676,-531500,3847500,647,0
"7677",7677,576500,1871500,365,0
"7678",7678,-423500,1792500,217,0
"7679",7679,343500,246500,104,0
"7680",7680,-968500,3052500,153,0
"7681",7681,-1110500,3153500,77,0
"7682",7682,-566500,4421500,95,0
"7683",7683,1074500,1888500,552,0
"7684",7684,250500,3146500,83,0
"7685",7685,-603500,1560500,3055,0
"7686",7686,645500,325500,323,0
"7687",7687,672500,2388500,336,0
"7688",7688,-732500,1852500,1773,0
"7689",7689,64500,2019500,645,0
"7690",7690,1500500,1645500,728,0
"7691",7691,1011500,3754500,95,0
"7692",7692,471500,322500,421,0
"7693",7693,-1661500,2538500,454,0
"7694",7694,-930500,496500,2032,0
"7695",7695,-1959500,3183500,199,0
"7696",7696,-1265500,3372500,142,0
"7697",7697,-343500,2548500,156,0
"7698",7698,-786500,3159500,93,0
"7699",7699,-243500,4474500,249,0
"7700",7700,-561500,359500,393,0
"7701",7701,143500,1093500,98,0
"7702",7702,-808500,3661500,123,0
"7703",7703,-1809500,2964500,206,0
"7704",7704,-1626500,4003500,1227,0
"7705",7705,-192500,1351500,345,0
"7706",7706,201500,714500,54,0
"7707",7707,-1797500,4343500,275,0
"7708",7708,979500,1452500,434,0
"7709",7709,-915500,3867500,133,0
"7710",7710,-371500,2874500,83,0
"7711",7711,729500,2536500,399,0
"7712",7712,58500,2107500,535,0
"7713",7713,184500,3878500,260,0
"7714",7714,220500,3762500,483,0
"7715",7715,-2261500,3463500,355,0
"7716",7716,2281500,2267500,178,0
"7717",7717,1176500,2977500,169,0
"7718",7718,652500,3972500,191,0
"7719",7719,377500,927500,231,0
"7720",7720,-540500,4175500,390,0
"7721",7721,-2194500,3526500,204,0
"7722",7722,1328500,2886500,375,0
"7723",7723,-1206500,3929500,221,0
"7724",7724,1346500,2710500,246,0
"7725",7725,1367500,3237500,112,0
"7726",7726,904500,1651500,810,0
"7727",7727,463500,585500,165,0
"7728",7728,1493500,1464500,573,0
"7729",7729,-953500,2872500,137,0
"7730",7730,318500,1361500,273,0
"7731",7731,-1260500,2763500,245,0
"7732",7732,-284500,4048500,256,0
"7733",7733,484500,282500,138,0
"7734",7734,-1553500,1946500,1053,0
"7735",7735,-2076500,3804500,9,0
"7736",7736,-988500,2001500,4526,0
"7737",7737,233500,3860500,227,0
"7738",7738,-680500,3662500,97,0
"7739",7739,-616500,3348500,74,0
"7740",7740,-685500,2267500,172,0
"7741",7741,353500,2091500,480,0
"7742",7742,-1791500,4052500,3568,0
"7743",7743,236500,2780500,110,0
"7744",7744,-44500,1644500,389,0
"7745",7745,2242500,3164500,57,0
"7746",7746,-1298500,1948500,5038,0
"7747",7747,-878500,3064500,133,0
"7748",7748,-376500,2923500,80,0
"7749",7749,2697500,2803500,81,0
"7750",7750,-969500,4316500,61,0
"7751",7751,823500,2773500,262,0
"7752",7752,-249500,981500,211,0
"7753",7753,-1942500,4100500,199,0
"7754",7754,-1184500,4480500,113,0
"7755",7755,-750500,1935500,505,0
"7756",7756,-2000500,3637500,3330,0
"7757",7757,-16500,2084500,224,0
"7758",7758,834500,3341500,118,0
"7759",7759,-1539500,2505500,253,0
"7760",7760,615500,453500,529,0
"7761",7761,791500,3703500,210,0
"7762",7762,-1285500,2819500,164,0
"7763",7763,-1564500,4188500,2565,0
"7764",7764,890500,318500,784,0
"7765",7765,1203500,2434500,476,0
"7766",7766,1900500,1882500,583,0
"7767",7767,1455500,2488500,602,0
"7768",7768,329500,3010500,142,0
"7769",7769,-235500,1192500,273,0
"7770",7770,984500,3075500,203,0
"7771",7771,998500,1733500,683,0
"7772",7772,559500,4101500,105,0
"7773",7773,-1239500,1714500,954,0
"7774",7774,1200500,2487500,384,0
"7775",7775,-1626500,2883500,119,0
"7776",7776,-1575500,3758500,287,0
"7777",7777,-12500,3765500,117,0
"7778",7778,1526500,2944500,176,0
"7779",7779,-197500,2692500,119,0
"7780",7780,-838500,2110500,235,0
"7781",7781,-1635500,4647500,177,0
"7782",7782,-1162500,3982500,128,0
"7783",7783,-396500,1022500,291,0
"7784",7784,-1597500,2174500,3765,0
"7785",7785,-751500,2510500,161,0
"7786",7786,388500,4106500,143,0
"7787",7787,-518500,4105500,770,0
"7788",7788,-568500,3815500,540,0
"7789",7789,75500,2938500,152,0
"7790",7790,647500,509500,361,0
"7791",7791,185500,1825500,262,0
"7792",7792,237500,1403500,83,0
"7793",7793,-1943500,2930500,1355,0
"7794",7794,962500,2871500,256,0
"7795",7795,1691500,3326500,42,0
"7796",7796,-99500,4066500,95,0
"7797",7797,-731500,2272500,174,0
"7798",7798,-445500,4192500,345,0
"7799",7799,2158500,2286500,318,0
"7800",7800,1251500,2368500,291,0
"7801",7801,-1989500,3615500,3102,0
"7802",7802,-991500,1846500,3815,0
"7803",7803,-84500,2792500,120,0
"7804",7804,-1504500,2590500,183,0
"7805",7805,-1665500,4505500,27,0
"7806",7806,-2265500,3125500,6,0
"7807",7807,-857500,838500,2953,0
"7808",7808,2382500,2393500,208,0
"7809",7809,-1134500,1817500,4501,0
"7810",7810,1854500,1663500,506,0
"7811",7811,-936500,821500,1812,0
"7812",7812,1351500,3479500,41,0
"7813",7813,237500,4326500,7,0
"7814",7814,-790500,323500,2964,0
"7815",7815,392500,2795500,258,0
"7816",7816,373500,2575500,257,0
"7817",7817,-526500,1479500,2839,0
"7818",7818,-1285500,2637500,301,0
"7819",7819,-1081500,2514500,240,0
"7820",7820,-2135500,3666500,94,0
"7821",7821,1105500,841500,196,0
"7822",7822,2026500,2413500,830,0
"7823",7823,1252500,2730500,225,0
"7824",7824,699500,3405500,3,0
"7825",7825,707500,1189500,345,0
"7826",7826,-2189500,2913500,316,0
"7827",7827,-1142500,3908500,178,0
"7828",7828,1166500,2956500,220,0
"7829",7829,968500,3191500,141,0
"7830",7830,110500,1852500,213,0
"7831",7831,-1697500,4607500,64,0
"7832",7832,-635500,1988500,172,0
"7833",7833,1331500,2210500,336,0
"7834",7834,2016500,1816500,326,0
"7835",7835,364500,2307500,304,0
"7836",7836,869500,3088500,236,0
"7837",7837,809500,382500,686,0
"7838",7838,-358500,3234500,41,0
"7839",7839,752500,3394500,80,0
"7840",7840,-978500,3698500,125,0
"7841",7841,-628500,1726500,3949,0
"7842",7842,667500,1014500,321,0
"7843",7843,-1515500,4442500,183,0
"7844",7844,-844500,2529500,170,0
"7845",7845,449500,2748500,312,0
"7846",7846,697500,1115500,284,0
"7847",7847,-1798500,3061500,142,0
"7848",7848,-94500,1531500,378,0
"7849",7849,1151500,3767500,6,0
"7850",7850,-1891500,2810500,1324,0
"7851",7851,-1099500,4559500,95,0
"7852",7852,257500,3351500,15,0
"7853",7853,1307500,2500500,332,0
"7854",7854,-911500,4311500,72,0
"7855",7855,1593500,2953500,185,0
"7856",7856,863500,2650500,289,0
"7857",7857,1837500,1434500,297,0
"7858",7858,-60500,3463500,59,0
"7859",7859,1902500,3255500,41,0
"7860",7860,1029500,1353500,502,0
"7861",7861,-440500,4199500,342,0
"7862",7862,-1360500,2938500,170,0
"7863",7863,-324500,3103500,36,0
"7864",7864,-698500,2795500,95,0
"7865",7865,220500,1176500,83,0
"7866",7866,1915500,3238500,30,0
"7867",7867,1118500,3797500,14,0
"7868",7868,-1064500,4662500,547,0
"7869",7869,2500,4116500,515,0
"7870",7870,-203500,1465500,365,0
"7871",7871,1850500,2473500,455,0
"7872",7872,-666500,1152500,4514,0
"7873",7873,411500,3502500,60,0
"7874",7874,-1108500,4752500,182,0
"7875",7875,-708500,3627500,79,0
"7876",7876,2531500,2433500,499,0
"7877",7877,1467500,2780500,348,0
"7878",7878,60500,3881500,232,0
"7879",7879,-801500,1085500,3746,0
"7880",7880,-834500,3818500,109,0
"7881",7881,1168500,3216500,65,0
"7882",7882,-1515500,3057500,107,0
"7883",7883,451500,511500,303,0
"7884",7884,-1582500,3650500,215,0
"7885",7885,778500,743500,964,0
"7886",7886,-203500,4538500,37,0
"7887",7887,-398500,1979500,186,0
"7888",7888,865500,985500,468,0
"7889",7889,-1025500,1793500,4272,0
"7890",7890,-1164500,2632500,267,0
"7891",7891,-457500,1263500,2368,0
"7892",7892,-575500,3210500,65,0
"7893",7893,340500,3074500,155,0
"7894",7894,-1156500,3424500,148,0
"7895",7895,1773500,1896500,727,0
"7896",7896,-1080500,3495500,94,0
"7897",7897,-719500,3599500,71,0
"7898",7898,287500,661500,80,0
"7899",7899,-63500,247500,52,0
"7900",7900,-87500,1986500,232,0
"7901",7901,2022500,2367500,606,0
"7902",7902,-790500,2877500,131,0
"7903",7903,1418500,3306500,129,0
"7904",7904,1500,763500,113,0
"7905",7905,415500,3247500,103,0
"7906",7906,971500,3983500,89,0
"7907",7907,-851500,1275500,3992,0
"7908",7908,2674500,2554500,137,0
"7909",7909,1871500,2057500,1203,0
"7910",7910,-391500,2363500,356,0
"7911",7911,1310500,1088500,911,0
"7912",7912,-265500,3278500,50,0
"7913",7913,2432500,2377500,11,0
"7914",7914,50500,2706500,127,0
"7915",7915,781500,3049500,188,0
"7916",7916,-2099500,4255500,127,0
"7917",7917,-852500,4275500,513,0
"7918",7918,-459500,3954500,1045,0
"7919",7919,326500,3391500,34,0
"7920",7920,1761500,2612500,442,0
"7921",7921,-1027500,2219500,266,0
"7922",7922,-1766500,3000500,135,0
"7923",7923,556500,567500,418,0
"7924",7924,-1658500,2589500,305,0
"7925",7925,1609500,1494500,854,0
"7926",7926,312500,2995500,184,0
"7927",7927,-541500,4459500,28,0
"7928",7928,-232500,3489500,49,0
"7929",7929,-1006500,3636500,130,0
"7930",7930,501500,3341500,91,0
"7931",7931,-567500,4533500,180,0
"7932",7932,-99500,296500,63,0
"7933",7933,1102500,3431500,7,0
"7934",7934,68500,2438500,312,0
"7935",7935,-245500,926500,202,0
"7936",7936,-923500,4310500,75,0
"7937",7937,322500,2960500,263,0
"7938",7938,-1409500,3329500,117,0
"7939",7939,-1964500,3810500,2157,0
"7940",7940,2152500,1761500,55,0
"7941",7941,1559500,1239500,1038,0
"7942",7942,-902500,3801500,129,0
"7943",7943,-191500,3144500,53,0
"7944",7944,-295500,1121500,291,0
"7945",7945,39500,1829500,281,0
"7946",7946,-324500,2687500,104,0
"7947",7947,1674500,1522500,1112,0
"7948",7948,-1494500,2098500,3673,0
"7949",7949,1616500,2163500,780,0
"7950",7950,-200500,777500,185,0
"7951",7951,1390500,1075500,946,0
"7952",7952,183500,3613500,271,0
"7953",7953,1146500,2890500,197,0
"7954",7954,439500,1490500,137,0
"7955",7955,505500,3208500,61,0
"7956",7956,275500,1172500,206,0
"7957",7957,-1900500,3568500,292,0
"7958",7958,-638500,1484500,4099,0
"7959",7959,-1513500,4022500,187,0
"7960",7960,-1126500,4652500,983,0
"7961",7961,-1180500,2743500,211,0
"7962",7962,1383500,2656500,326,0
"7963",7963,2062500,1806500,227,0
"7964",7964,1801500,2838500,295,0
"7965",7965,-77500,4484500,79,0
"7966",7966,-2146500,2990500,3288,0
"7967",7967,-273500,1454500,466,0
"7968",7968,-1399500,1966500,4611,0
"7969",7969,1457500,3505500,21,0
"7970",7970,-2353500,2970500,3,0
"7971",7971,1264500,2712500,205,0
"7972",7972,-974500,2213500,217,0
"7973",7973,-1309500,4498500,3156,0
"7974",7974,-14500,4431500,122,0
"7975",7975,-57500,1604500,408,0
"7976",7976,1702500,1257500,502,0
"7977",7977,1488500,1326500,774,0
"7978",7978,750500,1240500,384,0
"7979",7979,-686500,1206500,3896,0
"7980",7980,1213500,2547500,267,0
"7981",7981,725500,919500,561,0
"7982",7982,914500,687500,811,0
"7983",7983,-902500,1416500,4187,0
"7984",7984,-1439500,4016500,199,0
"7985",7985,-1272500,3776500,227,0
"7986",7986,-921500,3828500,146,0
"7987",7987,-1701500,2021500,159,0
"7988",7988,-35500,1646500,409,0
"7989",7989,-1869500,3182500,213,0
"7990",7990,-1144500,2446500,337,0
"7991",7991,281500,1010500,186,0
"7992",7992,811500,2153500,366,0
"7993",7993,-510500,411500,1405,0
"7994",7994,1541500,3278500,92,0
"7995",7995,-1327500,4670500,230,0
"7996",7996,-20500,3256500,26,0
"7997",7997,380500,4050500,179,0
"7998",7998,-419500,1117500,801,0
"7999",7999,277500,1723500,102,0
"8000",8000,-1334500,1798500,2276,0
"8001",8001,408500,3868500,279,0
"8002",8002,1287500,1655500,924,0
"8003",8003,-116500,1388500,274,0
"8004",8004,-1312500,4162500,128,0
"8005",8005,-982500,1370500,1203,0
"8006",8006,-1114500,3891500,147,0
"8007",8007,-582500,725500,2096,0
"8008",8008,-570500,1456500,3739,0
"8009",8009,-1305500,2547500,353,0
"8010",8010,2481500,2292500,8,0
"8011",8011,-2014500,2957500,423,0
"8012",8012,-243500,4589500,10,0
"8013",8013,1667500,2564500,424,0
"8014",8014,377500,4192500,60,0
"8015",8015,194500,2672500,216,0
"8016",8016,627500,1215500,312,0
"8017",8017,1718500,1657500,841,0
"8018",8018,2561500,2765500,499,0
"8019",8019,1417500,1214500,1164,0
"8020",8020,-1942500,2427500,40,0
"8021",8021,2164500,2383500,449,0
"8022",8022,-1010500,1979500,4886,0
"8023",8023,1084500,1229500,533,0
"8024",8024,-828500,4304500,248,0
"8025",8025,-1138500,1631500,684,0
"8026",8026,1726500,1943500,493,0
"8027",8027,-354500,3040500,45,0
"8028",8028,410500,3808500,347,0
"8029",8029,1093500,1992500,525,0
"8030",8030,-1752500,4347500,284,0
"8031",8031,-1284500,2364500,529,0
"8032",8032,-361500,1130500,589,0
"8033",8033,808500,2645500,287,0
"8034",8034,2391500,2438500,264,0
"8035",8035,-397500,1809500,208,0
"8036",8036,-1913500,3128500,190,0
"8037",8037,1146500,3233500,85,0
"8038",8038,2248500,2557500,361,0
"8039",8039,-112500,3316500,30,0
"8040",8040,751500,922500,421,0
"8041",8041,2011500,1401500,39,0
"8042",8042,-100500,1723500,302,0
"8043",8043,-1535500,2307500,1022,0
"8044",8044,32500,2447500,322,0
"8045",8045,862500,2826500,412,0
"8046",8046,1826500,2717500,388,0
"8047",8047,-839500,1816500,4423,0
"8048",8048,-1657500,2855500,135,0
"8049",8049,1590500,1101500,728,0
"8050",8050,-1553500,4555500,69,0
"8051",8051,2317500,2753500,265,0
"8052",8052,532500,3956500,286,0
"8053",8053,-366500,2207500,184,0
"8054",8054,267500,2141500,485,0
"8055",8055,720500,610500,762,0
"8056",8056,1574500,2921500,275,0
"8057",8057,568500,1666500,520,0
"8058",8058,-296500,3262500,29,0
"8059",8059,-1083500,4067500,177,0
"8060",8060,-1510500,4722500,697,0
"8061",8061,1902500,1796500,760,0
"8062",8062,1523500,1652500,716,0
"8063",8063,1137500,1424500,671,0
"8064",8064,370500,464500,119,0
"8065",8065,96500,4164500,114,0
"8066",8066,1717500,1928500,477,0
"8067",8067,1238500,3262500,60,0
"8068",8068,1390500,2326500,486,0
"8069",8069,-1490500,1929500,3817,0
"8070",8070,-285500,2214500,146,0
"8071",8071,1937500,1226500,12,0
"8072",8072,-956500,3244500,113,0
"8073",8073,795500,817500,889,0
"8074",8074,-1349500,2030500,4443,0
"8075",8075,1065500,3413500,10,0
"8076",8076,1636500,1230500,803,0
"8077",8077,1462500,1583500,794,0
"8078",8078,937500,3955500,140,0
"8079",8079,-1315500,2511500,352,0
"8080",8080,-2283500,3423500,82,0
"8081",8081,-1078500,4733500,228,0
"8082",8082,904500,914500,626,0
"8083",8083,1639500,2445500,352,0
"8084",8084,-1701500,3518500,202,0
"8085",8085,280500,3618500,286,0
"8086",8086,1141500,3297500,35,0
"8087",8087,1666500,1788500,524,0
"8088",8088,-939500,4112500,90,0
"8089",8089,713500,1700500,793,0
"8090",8090,2294500,2968500,282,0
"8091",8091,1484500,3146500,245,0
"8092",8092,-181500,2763500,116,0
"8093",8093,-126500,4211500,1009,0
"8094",8094,303500,1491500,94,0
"8095",8095,-1509500,1997500,4240,0
"8096",8096,1867500,1926500,524,0
"8097",8097,-1717500,2872500,156,0
"8098",8098,724500,282500,164,0
"8099",8099,446500,3946500,474,0
"8100",8100,-689500,3695500,115,0
"8101",8101,-840500,862500,3311,0
"8102",8102,-406500,2134500,145,0
"8103",8103,765500,3531500,164,0
"8104",8104,-896500,4382500,48,0
"8105",8105,-1023500,1999500,4574,0
"8106",8106,-424500,457500,321,0
"8107",8107,-65500,2915500,75,0
"8108",8108,350500,2168500,318,0
"8109",8109,1756500,2937500,182,0
"8110",8110,1081500,1731500,821,0
"8111",8111,-656500,4106500,1116,0
"8112",8112,-725500,3433500,69,0
"8113",8113,-1275500,2800500,217,0
"8114",8114,679500,2117500,418,0
"8115",8115,-570500,1920500,168,0
"8116",8116,-1548500,2620500,172,0
"8117",8117,-889500,3533500,98,0
"8118",8118,1198500,2397500,398,0
"8119",8119,-167500,1373500,320,0
"8120",8120,255500,1357500,84,0
"8121",8121,955500,2713500,304,0
"8122",8122,-126500,1894500,367,0
"8123",8123,-1221500,2725500,257,0
"8124",8124,2370500,2334500,353,0
"8125",8125,2453500,2266500,0,0
"8126",8126,-999500,594500,476,0
"8127",8127,-417500,1959500,170,0
"8128",8128,2058500,2770500,432,0
"8129",8129,-614500,3524500,75,0
"8130",8130,-916500,783500,2805,0
"8131",8131,-149500,3839500,75,0
"8132",8132,1647500,2467500,326,0
"8133",8133,1784500,1831500,972,0
"8134",8134,420500,1068500,420,0
"8135",8135,583500,2969500,240,0
"8136",8136,1550500,2347500,554,0
"8137",8137,1214500,3029500,82,0
"8138",8138,-1896500,4002500,926,0
"8139",8139,-1463500,2119500,4151,0
"8140",8140,-1940500,3421500,366,0
"8141",8141,945500,739500,814,0
"8142",8142,1638500,2302500,443,0
"8143",8143,574500,3906500,368,0
"8144",8144,1441500,2440500,433,0
"8145",8145,-1670500,3772500,314,0
"8146",8146,-1226500,4123500,130,0
"8147",8147,-704500,708500,4095,0
"8148",8148,110500,4140500,91,0
"8149",8149,-658500,4509500,97,0
"8150",8150,-1270500,3618500,203,0
"8151",8151,662500,3104500,203,0
"8152",8152,700500,1990500,461,0
"8153",8153,-1253500,4502500,278,0
"8154",8154,1917500,2287500,674,0
"8155",8155,-1155500,2824500,215,0
"8156",8156,805500,533500,826,0
"8157",8157,-1933500,4339500,445,0
"8158",8158,-651500,2881500,113,0
"8159",8159,904500,2637500,488,0
"8160",8160,-1780500,2189500,0,0
"8161",8161,279500,1143500,167,0
"8162",8162,-1837500,2904500,1059,0
"8163",8163,2358500,2935500,139,0
"8164",8164,1046500,3044500,209,0
"8165",8165,1701500,3177500,8,0
"8166",8166,6500,1022500,132,0
"8167",8167,-1556500,4350500,1674,0
"8168",8168,-775500,691500,3870,0
"8169",8169,-1630500,3799500,278,0
"8170",8170,-817500,4095500,140,0
"8171",8171,-2185500,3566500,280,0
"8172",8172,-519500,2568500,151,0
"8173",8173,-2009500,4372500,0,0
"8174",8174,465500,3119500,163,0
"8175",8175,-2028500,4161500,189,0
"8176",8176,-2335500,3274500,8,0
"8177",8177,1492500,1827500,670,0
"8178",8178,190500,2791500,162,0
"8179",8179,1789500,1236500,974,0
"8180",8180,-1344500,1946500,4493,0
"8181",8181,490500,1124500,418,0
"8182",8182,70500,562500,65,0
"8183",8183,2347500,2667500,534,0
"8184",8184,-1729500,4117500,553,0
"8185",8185,-667500,694500,4697,0
"8186",8186,-743500,1789500,1751,0
"8187",8187,-1706500,2079500,0,0
"8188",8188,503500,2289500,367,0
"8189",8189,-370500,2815500,59,0
"8190",8190,-1574500,3365500,152,0
"8191",8191,986500,2866500,266,0
"8192",8192,-959500,4710500,210,0
"8193",8193,-923500,3551500,94,0
"8194",8194,108500,1322500,102,0
"8195",8195,-967500,3144500,138,0
"8196",8196,66500,2494500,337,0
"8197",8197,-634500,308500,1267,0
"8198",8198,-778500,3231500,96,0
"8199",8199,-1566500,3991500,273,0
"8200",8200,-622500,1381500,4018,0
"8201",8201,357500,2654500,181,0
"8202",8202,-369500,1773500,213,0
"8203",8203,-445500,3404500,66,0
"8204",8204,-213500,2586500,164,0
"8205",8205,326500,2661500,225,0
"8206",8206,-615500,4004500,165,0
"8207",8207,1588500,3243500,44,0
"8208",8208,1202500,2253500,258,0
"8209",8209,-216500,278500,79,0
"8210",8210,185500,1975500,461,0
"8211",8211,132500,3631500,325,0
"8212",8212,830500,1401500,491,0
"8213",8213,-1234500,3496500,145,0
"8214",8214,-122500,2179500,196,0
"8215",8215,-528500,1866500,173,0
"8216",8216,-423500,3043500,47,0
"8217",8217,1001500,2364500,189,0
"8218",8218,-1684500,3127500,128,0
"8219",8219,-735500,4700500,27,0
